20.0937	150	-14.9555
17.6814	150	-9.96443
12.9693	150	0.0203724
9.07016	150	10.0113
7.56923	150	15.0079
1.45737	150	29.9928
-14.8259	150	44.9365
23.6284	180	-14.9545
20.8932	180	-9.96337
15.5632	180	0.0215866
11.1039	180	10.0124
9.37679	180	15.009
2.97965	180	29.9955
-13.1829	180	44.9469
16.4951	120	-14.9567
14.4275	120	-9.96564
10.3753	120	0.0189798
7.0694	120	10.01
5.79951	120	15.0067
-0.0621218	120	29.9889
-16.4613	120	44.923
12.8107	90	-14.9582
11.1165	90	-9.96706
7.78142	90	0.017326
5.11178	90	10.0086
4.07685	90	15.0053
-1.60235	90	29.9826
-18.1929	90	44.9051
27.1128	210	-14.9536
24.0719	210	-9.96241
18.1572	210	0.0226699
13.1642	210	10.0134
11.2157	210	15.0099
4.50635	210	29.9975
-11.5563	210	44.9551

