31.4534	150	-14.9387
27.8224	150	-9.94827
20.6415	150	0.0338502
14.287	150	10.0215
11.6872	150	15.0162
0.57969	150	29.9907
-30.1569	150	44.9095
37.0092	180	-14.9368
32.8995	180	-9.94635
24.77	180	0.0358704
17.5181	180	10.0234
14.5385	180	15.0181
2.99266	180	29.9954
-27.5027	180	44.9229
25.8051	120	-14.9409
22.6818	120	-9.95047
16.5131	120	0.0315324
11.1105	120	10.0193
8.90126	120	15.014
-1.86268	120	29.9841
-32.8779	120	44.893
20.0341	90	-14.9435
17.4558	90	-9.95307
12.3846	90	0.0287784
8.00573	90	10.0167
6.19713	90	15.0114
-4.32159	90	29.974
-35.6648	90	44.8723
42.4917	210	-14.9351
37.8934	210	-9.94421
28.8986	210	0.0376724
20.7927	210	10.0251
17.4435	210	15.0198
5.40833	210	29.999
-24.9374	210	44.9338

