334.381	150	-34.7127
204.359	150	-29.7799
21.9689	150	-14.974
2.53664	150	-9.99882
-19.5287	150	-0.0210328
-48.4655	150	9.95453
-68.8334	150	14.9343
333.483	180	-34.723
203.728	180	-29.7921
21.4183	180	-14.9785
1.2094	180	-10.0006
-23.4345	180	-0.0222849
-55.8704	180	9.95371
-77.7449	180	14.9347
335.445	120	-34.702
205.002	120	-29.7669
22.4324	120	-14.9677
3.76798	120	-9.99651
-15.6229	120	-0.0195976
-40.8305	120	9.95532
-59.683	120	14.9328
336.71	90	-34.6908
206.007	90	-29.7526
22.6749	90	-14.958
4.86428	90	-9.99334
-11.7172	90	-0.0178954
-32.9114	90	9.95626
-50.3637	90	14.9294
332.52	210	-34.7329
203.383	210	-29.8032
20.6861	210	-14.9818
-0.191593	210	-10.0021
-27.3403	210	-0.0234024
-63.0923	210	9.9529
-86.4946	210	14.9349

